"First Name","Last Name","National Geographic Titles","Residential Country","Professions","Specialities","Photography Skills","Brand Preferences","Brand Affiliation","Mini Bio","Hobbies","Charity Interests","Instagram","Website","Photography Genres"
"Dina","Litovsky","Photographer","United States","Artist; Photographer","","Alternative Processing (Tin Type or Cyanotype or etc); Location Lighting; Studio Lighting; Time Exposure","Open to all.","No","Dina Litovsky is a Ukrainian-born photographer living in New York City since 1991. Dina's imagery can be described as visual sociology. Her work explores the idea of leisure, often focusing on subcultures and social gatherings.

Dina is a regular contributor to National Geographic, The New York Times Magazine, TIME, New Yorker, GQ and New York Magazine. In 2020 Dina won the Nannen Prize, Germany's foremost award for documentary photography. Other awards include the PDN 30, New and Emerging Photographers to Watch; POYi; NPPA Best of Photojournalism, International Photography Awards and American Photography.

Selected exhibitions include group and solo shows at the Museum of the City of New York; Noordelicht Festival, Netherlands; Annenberg Space for Photography, LA; Anastasia Photo Gallery, NYC; Australian Center of Photography, The Fence, USA; Tanto Tempo Gallery, Japan; LightFactory Museum, Charlotte.

Dina holds a bachelor in psychology from NYU and an MFA in photography from the School of Visual Arts, NY","Researching and learning about music and music history. Art history. Cooking. Writing - doing a newsletter about photography now.","Most interested in any animal charities, but open to all.","https://www.instagram.com/dina_litovsky/","https://www.dinalitovsky.com/","Culture; Documentary; Portraiture; Travel"
"Luca","Locatelli","Photographer","Italy","Photographer","Cultural Transformation for a sustainable future","Audio; Drone; Location Lighting; Studio Lighting; Video; Video: 360; Video: AR/VR","high and cutting edge technology products","","Luca Locatelli is a photographer and video maker focused on exploring new ways to live on our planet. The aim of his work is to make visible the most promising solutions to confront the climate crisis. Luca is a National Geographic Magazine photographer and frequent contributor to international media like The New York Times Magazine, TIME, etc. Luca?s works have been featured in various venues including the Solomon R. Guggenheim Museum-NYC, Shanghai Center of Photography, Somerset House-London. His work has been awarded with the World Press Photo 2018, 2020, The LOBA 2020, WPO 2018,2020,2021 among others.","","Amazonian NGO?s founder","https://www.instagram.com/lucalocatelliphoto/","https://www.lucalocatelli.com/","Aerial; Architecture; Conceptual; Documentary; Environment; Portraiture; Science + Technology; Still Life; Underwater"
"Jennifer","Lopez","Explorer","United States","Activist; Adventurer; Computer Scientist; Influencer; Technologist","Space Exploration, Space Technologies, Aerospace Engineering, Planetary Sciences, Citizen Science, Science and Space Communications, Community Engagement","","Technology (Apple, Samsung, etc.), Sports/athletic brands (Nike, Adidas, Patagonia, etc.), Aerospace, Fashion (we need more diverse representation and science leadership in this industry!), Automotive, Travel, Organic Food Brands, Wellness","N/A","Jennifer Lopez is a space technologist with missions to make the world better through technology and to use citizen science to help unravel secrets of the cosmos. A founding member of NASA?s Datanaut Corps, Lopez continues to shape the program?s direction. It aims to inspire future engineers, data scientists, and entrepreneurs who share a passion for learning and exploration to engage with NASA?s open data, answering challenges posed by technology, aeronautics, the International Space Station, our planet, and the solar system. 

Lopez also leads commercial lunar payloads as the Director of Business Development, Commercial and Civil Space at Astrobotic Technology, Inc. ? a space robotics and lunar logistics company that provides full service, end-to-end payload delivery to the Moon. As one of the first lunar lander providers selected by NASA through the Commercial Lunar Payload Services (CLPS) program and with three booked lunar surface missions, Astrobotic is enabling customers to unlock the Moon?s potential in resource development, scientific investigation, technology demonstration, exploration, and settlement.

Prior to Astrobotic, Lopez served as the Technology Lead in Commercial Innovation and Sponsored Programs with the International Space Station U.S. National Laboratory for almost 4 years, where she identified, developed, and fostered space-based R&D and breakthrough technological innovations. Research areas under her leadership included space systems, in- space manufacturing, robotics, AI and other emerging technologies aimed to maximize utilization of the ISS for terrestrial benefit and help pave the way toward commercialization in low Earth orbit and future orbiting platforms.

Lopez serves on the NASA Resources for Exploration & Science of OUR Cosmic Environment (RESOURCE) team, a project funded by NASA's Solar System Exploration Research Virtual Institute (SSERVI) to determine types of volatiles for in-situ resource utilization (ISRU) on the Moon. She also serves on the Advisory Council of the Physics & Astronomy Department at Johns Hopkins University ? a world leader in groundbreaking research in condensed matter physics, particle physics, astronomy, and astrophysics. Lopez is pursuing a Master's in Space Operations and Space Systems Engineering at Embry-Riddle Aeronautical University.","All things space, tech, and travel! I love to visit various space/science/tech sites/labs (e.g. CERN, telescopes, etc.). I'm currently in grad school and eventually pursuing a PhD in space sciences/space operations. I'm working on media partnerships (docuseries, broadcast, etc.) for our upcoming lunar missions launching next year. I'm also planning a trip to Antarctica for the solar eclipse in December, hoping to plan similar expeditions to ultimately champion women in science/tech linking space applications and/or space research investigations. Also love  to explore historical and heritage sites whenever possible!","American Cancer Society, Breast Cancer Research Foundation","Https://@jenniferwlopez","",""
"Nora","Lorek","Photographer","Sweden","Activist; Actor; Artist; Educator; Journalist; Musician; Photographer","Photographer: Photographer doing documentary and commercial assignments
Journalist: BA in Photojournalism, producing both news and longer stories connected to my pictures/videos.  
Artist: former clothing designer and hobby tailor 
Activist/Influencer: Milaya Project co-founder, leader of the Swedish union for Photojournalists
Educator: Guest lector in Sweden, UK and USA
Actor: former child actor and occasionally involved in local projects","Audio; Drone; Macro; On Camera Appearances; Studio Lighting; Video; Video: 360","All high % recycled products and project benefiting local communities. 
Less consumption and higher impact.","Sponsored by Fujifilm (not bound by contract)","Nora Lorek is a documentary photographer who focuses on migration, culture, and human rights. Born in Germany 1992, she has lived in Gothenburg, Sweden, since 2005.

In recent years she has been focusing on projects in refugee camps and informal settlements, accompanying refugees and migrants on their way across the borders of Europe and Eastern Africa, and showing the solidarity of those in need of protection.

In 2016 Nora was the first Swede to win the College Photographer of the Year award, which led her to National Geographic and a three-year project in Bidibidi, Uganda, one of the world?s largest refugee camps.

Nora is the co-founder of the Milaya Project, a non-profit that started as an assignment for National Geographic and now connects South Sudanese women in Bidibidi refugee camp with customers who want to support their traditional art form.","people, biking, reading, diving, sewing, embroidering, climbing, gardening, sailing, making music (base), collaborating with artists, union work, photographing, mathematics, drawing,","Co-founder of The Milaya Project","https://www.instagram.com/noralorek/","https://www.noralorek.com/","Architecture; Conceptual; Culture; Documentary; Environment; Portraiture; Science + Technology; Still Life; Travel"
"Andy","Mann","Photographer","United States","Photographer","","Alpine Climbing; Diving; On Camera Appearances; Rock Climbing; Video; Video: 360","","Sony (for stills cameras) and Aqua Lung (for wetsuits)","For over a decade Andy Mann has been a forerunner in the world of adventure film and conservation photography.  His work is helping to tell the story of our rapidly changing planet, focusing heavily on ocean conservation and water issues on all seven continents for National Geographic magazine and National Geographic?s Pristine Seas, SeaLegacy, Wildlife Conservation Society, and more.  His images are represented by Nat Geo Creative.","Parenting, Fishing, Climbing, Performing and Playing Music, Speaking, Gardening, magic tricks","I do! I am affiliated with the current NGOs - SeaLegacy and Only One","https://www.instagram.com/andy_mann","https://www.andymann.com/","Adventure; Aerial; Culture; Documentary; Environment; Landscape; Portraiture; Science + Technology; Travel; Underwater; Wildlife"
"Dave","Marciano","","","","","","","","David Marciano (born January 7, 1960, in Newark, New Jersey) is an American actor best known for his roles as Detective Raymond Vecchio in the television series Due South and Detective Steve Billings in the FX police drama The Shield.  Marciano is currently cast as Virgil, a surveillance expert, in the Showtime television series Homeland. 

In 1991, Marciano married Katayoun Amini (who played Vecchio's ex-wife Angie in Due South) and together they have two daughters and one son.","","Matt Light Foundation, Wounded Warriors","","",""
"Melissa Cristina","Ma?rquez","","","Marine Biologist; Writer","","","","","","","","https://www.instagram.com/melissacristinamarquez/","https://www.melissacristinamarquez.com/",""
"Gab","Mejia","Explorer","Philippines","Activist; Conservationist; Engineer; Journalist; Photographer; Writer","","Drone; On Camera Appearances; Video; Video: AR/VR","I'm particularly interested in working with smartphone brands to do a sponsored content on photography or and filmmaking.","Nikon","* Gab Mejia is a Filipino nature conservation photographer and environmental storyteller. He is a National Geographic Explorer, Nikon Asia Ambassador, and an Emerging League Fellow in the International League of Conservation Photographers (iLCP) covering stories on nature, wildlife, travel, and culture. He has published stories on National Geographic, National Geographic Asia, CNN, Nikon, World Wide Fund for Nature (WWF), United Nations Development Programme (UNDP), and other international platforms. He is the co-founder and communications and outreach lead of Youth Engaged in Wetlands (YEW), the global youth network advocating for the conservation of wetlands. Honoured in the Forbes Under 30 Asia list, he is also a 2019 Jackson Wild Media Lab Fellow, weekly-writer for The Manila Times, and has presented stories for several TEDx talks for his love for nature and the arts.","I love scuba diving, surfing, and mountaineering.","Yes? Board Member of World Wide Fund for Nature Philippines and Co-Founder of Youth Engaged in Wetlands","https://www.instagram.com/gabmejia/","https://www.gabmejia.com/","Adventure; Culture; Documentary; Environment; Landscape; Travel; Wildlife"
"Tamara","Merino Bloch","Explorer & Photographer","Chile","Actor; Photographer","I'm a documentary photographer, and visual storyteller focusing on human rights, social change, and the formation of identity. I studied teather and acting for film before becoming a photographer. I love being on stage! I feel very comfortable presenting on stage or being on camera for commercials, presentations, lectures, etc.
I have done expeditions, lectures, workshops and presentations with National Geographic in various countries and I also teach photography workshops on my own?I love doing all of it! One of my greatest passions is teaching! I am immensely grateful to have taught more than 150 people in ""Documentary Photography & Storytelling"" workshops and personalized online mentoring sessions throughout 2020 and 2021.","Audio; Drone; On Camera Appearances; Video","Tech Gear: Macbook Pro, Adobe> Photoshop, Lightroom, Bridge and Photo Mechanic. 

Camera: Leica 
Apple

DJI: drone

Dream Car: Volkswagen Van / Mercedes Benz mini truck to convert it to a home and travel around the world! I already lived and traveled in a Nissan campervan.  

Airlines: Latam and American Airlines. 

North Face

Credit Cards: Visa + Amex (Banco Santander ? bank)

Hotels: W hotel, Radisson, Marriott.","iPhone ambassador","Tamara Merino is a National Geographic Explorer, documentary photographer, and visual storyteller focusing on human rights, social change, the formation of identity and subterranean communities. Her particular focus on the lives of people who live underground has brought her in touch with far-flung subterranean communities, from the Australian outback to the Utah desert in USA, and the caves in Spain.

One of her photographs from the ""Quarantine Diary"" was the cover of National Geographic magazine?s in China and was included in the January 2021 special issue ""The Year in Pictures"" with the 71 best photographs of the year. Merino?s work has appeared in numerous publications globally, including National Geographic, The New York Times, The Washington Post, Time Magazine, Der Spiegel, Die Zeit, The New Yorker, 6 Mois, The Wall Street Journal, and Bloomberg, among others. among others.

Merino?s honors include the 2020 Emerging Explorer National Geographic Award, the Magnum Foundation?s 2020 Inge Morath Award. She was selected for the World Press Photo 6×6 Global Talent Program, ARTPIL?s 30 Under 30/Women Photographers, and was named one of PDN?s 30 New and Emerging Photographers to Watch. She received the Chris Hondros Fund Award, the Young Leader Award by El Mercurio, and a fellowship at the International Women?s Media Foundation (IWMF). Merino participated in the World Press Photo Joop Swart Latin America Masterclass and in the New York Times Portfolio Review.

She has exhibited her work at Photoville inNew York, Athens Photo Festival in Greece, Maison Photo in Paris, Yangon Photo Festival in Myanmar, Bronx Documentary Center in New York, Lumix Photo Festival in Germany, Bergen Gallery in New York, Indian Photo Festival in India, La Maison de L' Amérique Latine in France, Salón fotográfico del Sur in Antarctica, Foto Prensa in Chile and Maciel Foto Festival Argentina.

Merino is the co-founder of Ayün Fotógrafas and a member of Women Photograph. She does lectures and presentations for National Geographic and teaches workshops on ?documentary photography and storytelling? in various countries including for National Geographic Learning.","Plants (I?m a plant lover), hiking, outdoor activities and spend time in nature. I love to travel, my dream is to convert a bus/truck into a home and travel around the world!

I love teaching!! I have done expeditions, lectures, workshops and presentations in various countries (some for National Geographic) and I also teach photography workshops on my own?I love doing all of it! One of my greatest passions is teaching! I am immensely grateful to have taught more than 150 people in ""Documentary Photography & Storytelling"" workshops and personalized online mentoring sessions throughout 2020 and 2021.","I have worked with UNICEF and América Solidaria.
I would love to work with more NGO´s!","https://www.instagram.com/tamaramerino_photography/","http://tamaramerino.com/","Aerial; Culture; Documentary; Environment; Landscape; Portraiture; Still Life; Travel"
"Cesar","Millan","","United States","","","","","","Cesar Millan is a best-selling author, public speaker, and the internationally acclaimed star of ?Cesar Millan?s Dog Nation,? and also hosted both ?Cesar 911? and the original, Emmy-nominated ?Dog Whisperer? program.","","","Https://www.instagram.com/cesarsway/","Https://www.cesarsway.com",""
"Cristina","Mittermeier","Explorer & Photographer","Canada","Activist; Adventurer; Biologist; Conservationist; Influencer; Journalist; Marine Biologist; Photographer; Writer","I have a degree as a biochemical engineer in Marine sciences and a doctorate in fine art HC. I have been working in conservation for 30+ years and as a professional photographer for over 20.","Diving; On Camera Appearances","Maui Jim, Nauticam, Ray Ban, Arcteryx","Sony, Aqualung and Rolex","Photographer Cristina Mittermeier dedicates her life to creating images that help us understand the urgent need to protect wild places.  Born in Mexico, Cristina first discovered her insatiable passion for the natural world, both above and below the surface, as a marine biologist working in the Gulf of California and Yucátan Peninsula.  From there, it didn?t take long for her to realize that she could make a bigger impact on how people see the world, and connect to it, through the lens of her camera and through storytelling, than through data on spreadsheets.","gardening, dogs, bicycle","SeaLegacy","https://www.instagram.com/mitty/","https://www.cristinamittermeier.com/","Environment; Portraiture; Underwater; Wildlife"
"Bethany","Mollenkof","Photographer","United States","Journalist; Photographer","Portrait photographer","On Camera Appearances; Video","Apple","I am affiliated with Fujifilm cameras","Bethany Mollenkof is a commercial director + editorial photographer based in Los Angeles, CA. 

Bethany graduated from Western Kentucky University where she studied photojournalism and art history.

She is a member of Women Photograph, Diversify Photo and Authority Collective.","Run half marathons, love food and travel.. duh","","Https://Fancybethany","Https://www.bethanymollenkof.com","Conceptual; Culture; Portraiture; Travel"
"Rosem","Morton","Explorer & Photographer","United States","Artist; Educator; Journalist; Nurse/Nurse Practitioner; Photographer; Researcher; Writer","Documentary Photographer
Writer/Reporter and researcher: Filipino diaspora
Teacher: HEFAT trainings, journalism, trauma and mental health
Nurse: operating room","Audio; Location Lighting; Macro; Studio Lighting; Video","I am interested in health, culture, gender and environmental brands. An example would be Figs. They are a female and nurse owned healthcare apparel company focused on women empowerment. Leica has a focus on elevating female storytellers. I would love to collaborate with female and BIPOC that are focused on photography, storytelling and social justice.","No","Rosem Morton is a documentary photographer and nurse based in Baltimore, Maryland. She is a National Geographic Explorer and an International Women's Media Foundation Fellow. Her storytelling focuses on everyday life amidst gender, health, and racial adversity. Her work has been recognized by the Pictures of the Year International, the World Press Photo 6x6 Global Talent and Visa pour I?image.","I love to read. I also bake Filipino bread. I spend time with my dogs. I have a podcast on being a survivor. I am also growing an online platform to support survivors of sexual violence and their allies, Dear Survivor (dearsurvivor.org).","I am not affiliated with any NGOs. I am interested in charities addressing social justice and climate change.","https://www.instagram.com/rosemmorton/","https://www.rosem.xyz/","Archaeology; Conceptual; Culture; Documentary; Environment; Portraiture; Science + Technology; Still Life; Travel"
"Muhammed","Muheisen","Photographer","Netherlands","Artist; Educator; Humanitarian; Influencer; Journalist; Photographer; Writer","Photojournalism, philanthropist, public speaking, educational initiatives, fine art exhibitions.","On Camera Appearances; Time Exposure; Video","Open to opportunities","KEEN Footwear, Canon","Muhammed Muheisen is a world-renowned photographer. A two-time Pulitzer Prize-winner, a National Geographic photojournalist, founder and chairman of the Dutch non-profit organization Everyday Refugees Foundation, Global Ambassador for Jordan Tourism Board and Canon. 
For over a decade he has been documenting the refugee crisis in different parts of the world.","Writing, movies, sports.","Founder and Chairman of the Dutch non-profit Everyday Refugees Foundation.","https://www.instagram.com/mmuheisen/","https://muhammedmuheisen.com/","Culture; Documentary; Environment; Landscape; Portraiture; Travel"
"Pete","Muller","Explorer & Photographer","United States","Photographer","","Audio; Drone; Location Lighting; On Camera Appearances; Studio Lighting","Carhartt, Grundens, LL Bean, Sony, Toyota, Orvis,","","Pete Muller (b.1982) is an American photographer, researcher and film producer based in New York City and Portland, Maine. His work focuses on masculinities, conflict and human ecology. His ongoing project, A Tale of Two Wolves: A Study of Men and Behavior, examines the interplay between sex, culture and male behavioral trends. For fifteen years, he was based in the Middle East and Africa exploring conflict dynamics in the post-colonial world. He is a contributing photographer to National Geographic Magazine, TIME Magazine, and the Washington Post and has received awards from World Press Photo, Pictures of the Year International, the Overseas Press Club and others. In 2020, he produced the feature documentary The First Wave with Director Matthew Heinemen. He is a National Geographic Storytelling Fellow and the Cyrus Vance Visiting Professor of International Relations at Mount Holyoke College in Massachusetts.","I hike, fish, play music, comedy, cycling, exercise, cooking,","","https://www.instagram.com/pete_k_muller/?hl=en","http://www.petemullerphotography.com/","Adventure; Conceptual; Culture; Documentary; Environment; Landscape; Portraiture; Travel"
"Jessica","Nabongo","","USA","Influencer","","","","","Jessica Nabongo is a wanderlust, writer, entrepreneur, public speaker and travel influencer. At her core, she is a dreamer looking to craft a life and career that interconnects her passions and talents. She also wants to use her story to educate and inspire others to travel and experience the world around them.","Travel","","https://www.instagram.com/thecatchmeifyoucan/","https://thecatchmeifyoucan.com/",""
"Isaiah","Nengo","Explorer","","Anthropologist; Biologist","","","","","Dr. Nengo was born and reared in Nairobi, Kenya. As a gifted high school student he developed a keen interest in biology and when famed wildlife biologist and paleontologist Dr. Richard Leakey visited the school, young Isaiah's imagination was fired and he decided to devote his life to the science of human origins. His tenacity bore out with Dr. Leakey as well and soon he was out in the field discovering crucial fossils that tell the fascinating story of our remote hominid forerunners and the ancestral primates that came long before our own species was even a glimmer on the horizon. 
?
Although soft-spoken, his brilliance as a scientist soon became apparent and he was offered admission to Harvard University's Ph.D. program. At Harvard he studied with top paleoanthropologist David Plibeam, and became a protege of Stephen Jay Gould. Dr. Nengo's dissertation on ape limb bones challenged established notions of ape evolution and set his reputation as an innovative thinker. He settled in California with his wife and small son. Two more children soon followed and then tenure at De Anza College. But his colleagues in Kenya weren't content to have him based overwhelmingly in America. During a fateful visit by Louise Leakey to the Bay Area, she plead the case that he should come home! Her entreaties worked! He reprised his work in Africa, introducing his own children and dozens of De Anza students to the joys of field work.","","","https://www.instagram.com/nengoisaiah/","",""
"Chuck","Nice","","","Comedian; Host","","","","","Chuck Nice is a Philadelphia native and 18 year veteran of stand-up comedy, with a rich history in television and radio. For eight years he provided comic relief to the Radio Chick show, bringing the funny to New York?s radio air waves. He?s the host of Buy Like A Mega Millionaire on HGTV, The Juice on Veria Living, and The Hot Ten on Centric. Chuck is seen regularly on the Today Show, has guest hosted Joy Behar?s Say Anything, and co-hosted The View. Chuck maintains his radio presence as the co-host of StarTalk with Dr. Neil deGrasse Tyson, where he provides humorous commentary on one of his favorite subjects...science. Speaking of science, Chuck is now the host of NatGeo?s ?Brain Games on the Road,? a playful take on brain science. Despite his busy schedule, Chuck still finds time to hit the clubs, delighting audiences with his storytelling brand of stand-up comedy.","","","https://www.instagram.com/chucknicecomic/","http://www.chucknicecomic.com/",""
"Paul","Nicklen","Explorer & Photographer","Canada","Photographer","","Diving; Drone","","","Paul Nicklen uses his camera to reveal the nature of a world melting away under human-induced global warming. 

""I call myself an interpreter and a translator,? says Nicklen.  ?I translate what the scientists are telling me.","","SeaLegacy","https://www.instagram.com/paulnicklen/","","Environment; Landscape; Underwater; Wildlife"
"Katie","Orlinsky","Photographer","United States","Photographer","","Camera Trapping; Diving; Drone; On Camera Appearances","Apple, continuing to work with Samsung, Volvo","No.","Photographer Katie Orlinsky spent over a decade covering news stories and feature assignments around the world, exploring everything from conflict and social issues to wildlife and sports. Currently the majority of her work has focused on climate change, exploring the complicated history and relationship between people, animals and the land. Her work is frequently published in National Geographic, The New York Times, The New Yorker and Marie Claire, among others. Katie has won numerous awards over the course of her career from institutions such as World Press Photo, The Alexia Foundation, Pictures of the Year International and the Art Director?s Club. She received her BA at Colorado College and a Masters degree in Journalism from Columbia University. In 2018 she was named the Snedden Chair of Journalism at the University of Alaska Fairbanks, where she taught photojournalism as a visiting professor. ","DOGS! But really all animals, I like horses as well and fostering animals from rescues. I also like biking, hiking, camping/expeditions, anything outdoors in nature really, I love plants and gardening, ocean swimming/surfing, synchronized swimming in pools, cold places (I love the arctic). I also","KIND (Kids in Need of Defense), The Immigration Justice Campaign, I used to work frequently for CARITAS with disaster relief.  I'm interested in the work Bloomberg Philanthropies is doing in regards to climate change.","https://www.instagram.com/katieorlinsky/","https://www.katieorlinsky.com/","Adventure; Aerial; Culture; Documentary; Environment; Landscape; Portraiture; Science + Technology; Travel; Underwater; Wildlife"
"Renan","Ozturk","Photographer","United States","Photographer","","Alpine Climbing; Alternative Processing (Tin Type or Cyanotype or etc); Audio; Drone; Infrared; Macro; On Camera Appearances; Rock Climbing; Studio Lighting; Time Exposure; Video; Video: AR/VR","","","Climber, artist, and filmmaker Renan Ozturk has been held at knifepoint in the deserts of Chad, sustained a traumatic head injury while backcountry skiing in the Tetons, and suffered through hallucinations on Himalayan big walls.  Through it all, the cameras have been rolling. 

Over the course of the last two years, the 32-year-old?s athleticism, creativity, and storytelling have come together in accessible, inspirational tales consumed by hundreds of thousands of people online.","Adventure/Outdoor","Nepal nonprofits","https://www.instagram.com/renan_ozturk/","https://www.renanozturk.com/","Adventure; Culture; Environment; Portraiture; Science + Technology; Wildlife"
"Matthieu","Paley","Explorer & Photographer","Portugal","Anthropologist; Ecologist; Photographer; Writer","Specialist of the Western Himalaya - the Karakoram, Hindukush and Pamir mountains of India, Central Asia, Pakistan, Afghanistan, Tajikistan etc","Drone; On Camera Appearances","Patagonia, surfing, kitesurfing and kitefoil brands, sailing companies, DJI drone, tourism boards, camping gear etc","Fujifilm","Born in France, Matthieu Paley has traveled all over the world for National Geographic magazine. Focusing his efforts on regions that are misrepresented or misunderstood, he is especially committed to issues relating to diminishing cultures and the environment. Following a decade of relentlessly documenting the harsh, unforgiving existence of Kyrgyz nomads in the high-altitude landscape of remote Afghanistan, Matthieu's first National Geographic story appeared in the February 2013 issue of the magazine (?Stranded on the Roof of the World?).","Kitesurfing, surfing, sailing, remote trekking in isolated regions
permaculture, food forest farming, woodwork, ecobuilding, all towards self suffiency etc
We are homeschooling our kids too!","Aga Khan Foundation, World Conservation Union, WWF, IUCN, United Nations Environmental Program,
Unicef, Royal Geographical Society, Asia Society","Https://paleyphoto","Https://www.paleyphoto.com","Adventure; Culture; Documentary; Environment; Landscape; Portraiture; Travel"
"Tom","Peschak","Explorer & Photographer","South Africa","Adventurer; Conservationist; Diver; Journalist; Marine Biologist; Photographer","","Audio; Camera Trapping; Diving; Drone; Location Lighting; Macro; On Camera Appearances","Emirates, Land Rover, Toyota, Apple,","Nikon Europe, La Mer,","Thomas P. Peschak is National Geographic Photographer, Explorer and NGS Storytelling Fellow who specializes in documenting both the beauty and fragility of the world?s oceans, islands and coasts. For National Geographic Magazine he has produced 14 feature stories that cover a variety of natural history and conservation issues, from manta rays to marine protected areas. 

Originally trained as a marine biologist, he embraced photojournalism 15 years ago after realizing that his photographs could have greater conservation impact than scientific statistics. Thomas is the Director of Storytelling for the Save our Seas Foundation, an organization he has been an integral part of for over a decade. He is also a Founding Director of the Manta Trust and a senior fellow of the International League of Conservation Photographers.","Wild swimming, meditation, paddle boarding, reading,","Director of Storytelling for the Save our Seas Foundation, Senior Fellow of the International League of Conservation Photographers,","https://www.instagram.com/thomaspeschak","Https://www.thomaspeschak.com","Aerial; Culture; Documentary; Environment; Underwater; Wildlife"
"Jan","Pol","","","Veterinarian","","","","","With more than 40 years of veterinary experience, Dr. Pol is a pioneer in treating animals. He is also star of Nat Geo WILD?s No. 1 series The Incredible Dr. Pol, which follows the doctor on his routine 14-hour workdays treating both pets and livestock. A graduate of the prestigious Utrecht University Veterinary program, Dr. Pol immigrated to the United States in 1971. After ten years of practice, he moved to Weidman, Michigan in 1981 and founded Pol Veterinary Services out of his garage with his wife Diane. With a down-to-earth, practical approach to veterinary medicine, Dr. Pol grew his practice from a humble start to one with over 20,000 clients.

Specializing in large farm animals, Dr. Pol treats horses, pigs, cows, sheep, alpacas, goats, chickens and even an occasional reindeer.  A true friend of the farmer, he works tirelessly to ensure that the diminishing population of family farmers remains in business.  And he plays an integral role in keeping farmers? livestock healthy and their businesses profitable.  Dr. Pol works with many 4-H groups and feels every child should grow up with a furry friend.  For that reason, he tries to keep pet ownership affordable.

With his thick Dutch accent, signature mustache and vintage 1981 ?Back to the Future? DeLorean car, Dr. Pol is nothing short of a local legend.","Kids & Family (genre)","","Https://www.instagram.com/thedrpol","Https://www.thedrpol.com/",""
"Diego","Ponce de Leon Barido","Explorer","United States","Economist; Engineer; Researcher","","","Dodge Ram (Vans), Patagonia, Nalgene, any surfing brand","No","Based in the United States, Diego Ponce de Leon Barido is a founder at Xinampa, Inc where he works on developing big data infrastructure for clean energy, environmental justice, and exploration in Latin America. He is also currently the director of technology and analytics at East Bay Community Energy. Ponce de Leon Barido has extensive experience in sustainability science, and has designed,
implemented and scaled various information technology solutions for urban sustainability around the world. He has
worked on the design of open-source software for fostering low-carbon (low-impact) energy systems and economic
development in Nicaragua, on grassroots sustainability efforts in Chiapas (Mexico) developing regional microcredit
schemes and river survey studies, designing buffered rainwater and pumped-solar small water distribution systems in rural Uganda and Honduras, has used GIS and hydrological models to study the long-term sustainability of the Linthipe Basin (Malawi), and investigated linkages between hydrological variability, energy use, and agriculture in Punjab and Telangana (India).

Through his current NGS grant, Ponce de Leon Barido is building a real time map and geo-spatial analytical tool to
support environmental justice across Latin America. Combining digitization of official government documents, real time news feeds, and community science, this web-based engine will help guide a ?conservation and justice?
strategy throughout the region.","Surfing, rogue travel, road tripping, exploring, cooking. Living a simple, organic, unplastified life.","","https://www.instagram.com/diegoleonbarido","http://dleonb.com/",""
"Gordon","Ramsay","","UK","Chef","","","","","Internationally renowned, multi-Michelin starred chef Gordon Ramsay has opened a string of successful restaurants across the globe, from the UK and France to Singapore and Hong Kong, to the United States. Gordon has also become a star of the small screen both in the UK and internationally, with shows such as Kitchen Nightmares, Hell?s Kitchen, Hotel Hell and MasterChef US.","","","","",""
